run_id,gen,best_objective,median_objective,worst_objective,feasible_fraction,sigma,cumulative_evals,cumulative_wall_seconds
0,0,634226726.9453954,79900645360.58101,1.3284220051789745e+18,1.0,0.5576867009370566,14,13.25
