run_id,gen,best_objective,median_objective,worst_objective,feasible_fraction,sigma,cumulative_evals,cumulative_wall_seconds
0,0,2693378895.072142,29988641043.46447,7.286358587944678e+16,1.0,0.560146918538275,14,13.188000000023749
